Company:,Ride Hailing Data,,,,,,
Date:,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD33909,HSR Layout,5:31 AM,00:02:00,Non-Peak Time,Yes,1,1
RD33910,HSR Layout,6:56 AM,00:15:00,Non-Peak Time,Yes,4,11
RD33911,HSR Layout,6:48 AM,00:32:00,Non-Peak Time,No,15,0
RD33912,HSR Layout,6:40 AM,00:01:00,Non-Peak Time,Yes,0,1
RD33913,HSR Layout,5:15 AM,00:01:00,Non-Peak Time,Yes,0,1
RD33914,HSR Layout,7:17 AM,00:03:00,Non-Peak Time,No,2,0
RD33915,HSR Layout,6:51 AM,00:07:00,Non-Peak Time,Yes,2,5
RD33916,HSR Layout,7:37 AM,00:14:00,Non-Peak Time,Yes,5,9
RD33917,HSR Layout,8:17 AM,00:11:00,Peak Time,Yes,2,9
RD33918,HSR Layout,8:29 AM,00:07:00,Peak Time,Yes,2,5
RD33919,HSR Layout,10:54 AM,00:04:00,Peak Time,Yes,1,3
RD33920,HSR Layout,10:08 AM,00:14:00,Peak Time,Yes,3,11
RD33921,HSR Layout,9:01 AM,00:08:00,Peak Time,No,4,0
RD33922,HSR Layout,9:27 AM,00:10:00,Peak Time,Yes,3,7
RD33923,HSR Layout,8:26 AM,00:18:00,Peak Time,No,9,0
RD33924,HSR Layout,9:09 AM,00:15:00,Peak Time,No,6,0
RD33925,HSR Layout,8:11 AM,00:13:00,Peak Time,Yes,3,10
RD33926,HSR Layout,9:57 AM,00:11:00,Peak Time,Yes,4,7
RD33927,HSR Layout,10:14 AM,00:30:00,Peak Time,Yes,6,24
RD33928,HSR Layout,9:25 AM,00:17:00,Peak Time,Yes,6,11
RD33929,HSR Layout,10:45 AM,00:09:00,Peak Time,No,7,0
RD33930,HSR Layout,9:25 AM,00:19:00,Peak Time,Yes,5,14
RD33931,HSR Layout,10:41 AM,00:05:00,Peak Time,Yes,2,3
RD33932,HSR Layout,10:10 AM,00:01:00,Peak Time,No,2,0
RD33933,HSR Layout,8:05 AM,00:11:00,Peak Time,No,8,0
RD33934,HSR Layout,8:10 AM,00:10:00,Peak Time,No,3,0
RD33935,HSR Layout,9:42 AM,00:16:00,Peak Time,No,10,0
RD33936,HSR Layout,10:03 AM,00:09:00,Peak Time,Yes,2,7
RD33937,HSR Layout,8:14 AM,00:15:00,Peak Time,Yes,4,11
RD33938,HSR Layout,10:00 AM,00:08:00,Peak Time,Yes,2,6
RD33939,HSR Layout,9:25 AM,00:09:00,Peak Time,No,3,0
RD33940,HSR Layout,10:50 AM,00:16:00,Peak Time,Yes,5,11
RD33941,HSR Layout,9:26 AM,00:17:00,Peak Time,No,7,0
RD33942,HSR Layout,10:22 AM,00:09:00,Peak Time,No,3,0
RD33943,HSR Layout,9:33 AM,00:11:00,Peak Time,Yes,3,8
RD33944,HSR Layout,9:33 AM,00:03:00,Peak Time,Yes,1,2
RD33945,HSR Layout,10:28 AM,00:03:00,Peak Time,Yes,1,2
RD33946,HSR Layout,10:49 AM,00:02:00,Peak Time,Yes,1,1
RD33947,HSR Layout,8:34 AM,00:34:00,Peak Time,Yes,7,27
RD33948,HSR Layout,12:00 PM,00:17:00,Non-Peak Time,Yes,6,11
RD33949,HSR Layout,3:13 PM,00:17:00,Non-Peak Time,Yes,6,11
RD33950,HSR Layout,3:50 PM,00:18:00,Non-Peak Time,No,8,0
RD33951,HSR Layout,11:25 AM,00:01:00,Non-Peak Time,Yes,0,1
RD33952,HSR Layout,11:44 AM,00:04:00,Non-Peak Time,Yes,1,3
RD33953,HSR Layout,3:42 PM,00:03:00,Non-Peak Time,Yes,1,2
RD33954,HSR Layout,3:46 PM,00:34:00,Non-Peak Time,Yes,11,23
RD33955,HSR Layout,2:04 PM,00:13:00,Non-Peak Time,Yes,3,10
RD33956,HSR Layout,11:11 AM,00:14:00,Non-Peak Time,Yes,5,9
RD33957,HSR Layout,1:24 PM,00:14:00,Non-Peak Time,Yes,3,11
RD33958,HSR Layout,12:00 PM,00:09:00,Non-Peak Time,Yes,3,6
RD33959,HSR Layout,12:15 PM,00:06:00,Non-Peak Time,No,3,0
RD33960,HSR Layout,3:04 PM,00:09:00,Non-Peak Time,Yes,3,6
RD33961,HSR Layout,12:16 PM,00:14:00,Non-Peak Time,Yes,5,9
RD33962,HSR Layout,3:11 PM,00:09:00,Non-Peak Time,Yes,2,7
RD33963,HSR Layout,2:45 PM,00:05:00,Non-Peak Time,Yes,2,3
RD33964,HSR Layout,1:54 PM,00:09:00,Non-Peak Time,Yes,2,7
RD33965,HSR Layout,1:03 PM,00:07:00,Non-Peak Time,Yes,2,5
RD33966,HSR Layout,8:00 PM,00:18:00,Peak Time,No,8,0
RD33967,HSR Layout,4:59 PM,00:02:00,Peak Time,No,4,0
RD33968,HSR Layout,8:40 PM,00:24:00,Non-Peak Time,Yes,5,19
RD33969,HSR Layout,8:07 PM,00:12:00,Non-Peak Time,Yes,2,10
RD33970,HSR Layout,5:55 PM,00:02:00,Peak Time,Yes,1,1
RD33971,HSR Layout,8:38 PM,00:03:00,Non-Peak Time,Yes,1,2
RD33972,HSR Layout,8:06 PM,00:16:00,Non-Peak Time,Yes,3,13
RD33973,HSR Layout,4:05 PM,00:18:00,Peak Time,No,7,0
RD33974,HSR Layout,8:42 PM,00:04:00,Non-Peak Time,Yes,1,3
RD33975,HSR Layout,8:57 PM,00:13:00,Non-Peak Time,Yes,3,10
RD33976,HSR Layout,7:54 PM,00:19:00,Peak Time,Yes,5,14
RD33977,HSR Layout,7:58 PM,00:11:00,Peak Time,No,7,0
RD33978,HSR Layout,6:56 PM,00:14:00,Peak Time,No,4,0
RD33979,HSR Layout,6:16 PM,00:07:00,Peak Time,Yes,2,5
RD33980,HSR Layout,9:23 PM,00:08:00,Non-Peak Time,Yes,2,6
RD33981,HSR Layout,9:36 PM,00:17:00,Non-Peak Time,No,6,0
RD33982,HSR Layout,8:18 PM,00:09:00,Non-Peak Time,Yes,2,7
RD33983,HSR Layout,8:23 PM,00:13:00,Non-Peak Time,No,7,0
RD33984,HSR Layout,8:55 PM,00:11:00,Non-Peak Time,No,8,0
RD33985,HSR Layout,9:07 PM,00:02:00,Non-Peak Time,No,6,0
RD33986,HSR Layout,9:23 PM,00:19:00,Non-Peak Time,Yes,4,15
RD33987,HSR Layout,9:31 PM,00:24:00,Non-Peak Time,Yes,8,16
RD33988,HSR Layout,7:03 PM,00:12:00,Peak Time,No,8,0
RD33989,HSR Layout,7:38 PM,00:12:00,Peak Time,No,4,0
RD33990,HSR Layout,4:11 PM,00:16:00,Peak Time,Yes,3,13
RD33991,HSR Layout,9:12 PM,00:06:00,Non-Peak Time,Yes,2,4
RD33992,HSR Layout,9:01 PM,00:17:00,Non-Peak Time,Yes,6,11
RD33993,HSR Layout,5:35 PM,00:06:00,Peak Time,No,4,0
RD33994,HSR Layout,4:51 PM,00:12:00,Peak Time,Yes,2,10
RD33995,HSR Layout,4:58 PM,00:18:00,Peak Time,Yes,5,13
RD33996,HSR Layout,8:43 PM,00:12:00,Non-Peak Time,Yes,2,10
RD33997,HSR Layout,5:53 PM,00:05:00,Peak Time,Yes,1,4
RD33998,HSR Layout,5:56 PM,00:18:00,Peak Time,Yes,6,12
RD33999,HSR Layout,8:12 PM,00:18:00,Non-Peak Time,No,5,0
RD34000,HSR Layout,6:55 PM,00:02:00,Peak Time,Yes,1,1
RD34001,HSR Layout,9:45 PM,00:11:00,Non-Peak Time,Yes,3,8
RD34002,HSR Layout,3:03 AM,00:10:00,Non-Peak Time,Yes,3,7
RD34003,HSR Layout,11:20 PM,00:12:00,Non-Peak Time,Yes,2,10
RD34004,HSR Layout,12:38 AM,00:06:00,Non-Peak Time,Yes,2,4
RD34005,HSR Layout,1:58 AM,00:07:00,Non-Peak Time,No,4,0
RD34006,HSR Layout,3:36 AM,00:12:00,Non-Peak Time,No,8,0
RD34007,HSR Layout,11:17 PM,00:03:00,Non-Peak Time,Yes,1,2
RD34008,HSR Layout,1:06 AM,00:17:00,Non-Peak Time,No,7,0
RD34009,HSR Layout,11:11 PM,00:10:00,Non-Peak Time,Yes,2,8
RD34010,HSR Layout,2:15 AM,00:09:00,Non-Peak Time,Yes,3,6
RD34011,HSR Layout,10:17 PM,00:07:00,Non-Peak Time,No,6,0
RD34012,HSR Layout,4:15 AM,00:15:00,Non-Peak Time,Yes,3,12
RD34013,HSR Layout,2:02 AM,00:13:00,Non-Peak Time,Yes,3,10
RD34014,HSR Layout,4:50 AM,00:19:00,Non-Peak Time,Yes,5,14
RD34015,Electronic City,6:55 AM,00:03:00,Non-Peak Time,Yes,1,2
RD34016,Electronic City,5:42 AM,00:19:00,Non-Peak Time,Yes,6,13
RD34017,Electronic City,7:14 AM,00:05:00,Non-Peak Time,No,4,0
RD34018,Electronic City,5:15 AM,00:02:00,Non-Peak Time,Yes,1,1
RD34019,Electronic City,6:52 AM,00:12:00,Non-Peak Time,Yes,2,10
RD34020,Electronic City,7:50 AM,00:04:00,Non-Peak Time,Yes,1,3
RD34021,Electronic City,5:04 AM,00:01:00,Non-Peak Time,Yes,0,1
RD34022,Electronic City,6:38 AM,00:12:00,Non-Peak Time,Yes,4,8
RD34023,Electronic City,6:55 AM,00:06:00,Non-Peak Time,Yes,1,5
RD34024,Electronic City,5:23 AM,00:03:00,Non-Peak Time,Yes,1,2
RD34025,Electronic City,7:44 AM,00:16:00,Non-Peak Time,Yes,3,13
RD34026,Electronic City,5:23 AM,00:09:00,Non-Peak Time,Yes,3,6
RD34027,Electronic City,9:37 AM,00:12:00,Peak Time,No,7,0
RD34028,Electronic City,8:03 AM,00:08:00,Peak Time,No,5,0
RD34029,Electronic City,8:32 AM,00:08:00,Peak Time,Yes,2,6
RD34030,Electronic City,8:22 AM,00:01:00,Peak Time,No,1,0
RD34031,Electronic City,9:31 AM,00:14:00,Peak Time,Yes,5,9
RD34032,Electronic City,8:01 AM,00:08:00,Peak Time,No,4,0
RD34033,Electronic City,9:52 AM,00:15:00,Peak Time,Yes,3,12
RD34034,Electronic City,10:40 AM,00:12:00,Peak Time,No,5,0
RD34035,Electronic City,10:15 AM,00:19:00,Peak Time,Yes,4,15
RD34036,Electronic City,9:38 AM,00:04:00,Peak Time,Yes,1,3
RD34037,Electronic City,9:18 AM,00:02:00,Peak Time,No,5,0
RD34038,Electronic City,10:51 AM,00:16:00,Peak Time,Yes,3,13
RD34039,Electronic City,8:23 AM,00:18:00,Peak Time,No,5,0
RD34040,Electronic City,8:25 AM,00:16:00,Peak Time,Yes,5,11
RD34041,Electronic City,9:22 AM,00:05:00,Peak Time,No,3,0
RD34042,Electronic City,8:43 AM,00:05:00,Peak Time,Yes,1,4
RD34043,Electronic City,10:07 AM,00:05:00,Peak Time,Yes,1,4
RD34044,Electronic City,9:32 AM,00:04:00,Peak Time,No,4,0
RD34045,Electronic City,10:59 AM,00:14:00,Peak Time,Yes,4,10
RD34046,Electronic City,9:14 AM,00:14:00,Peak Time,Yes,4,10
RD34047,Electronic City,9:00 AM,00:07:00,Peak Time,Yes,2,5
RD34048,Electronic City,8:58 AM,00:17:00,Peak Time,No,7,0
RD34049,Electronic City,8:41 AM,00:14:00,Peak Time,Yes,3,11
RD34050,Electronic City,8:11 AM,00:01:00,Peak Time,No,3,0
RD34051,Electronic City,8:32 AM,00:05:00,Peak Time,Yes,1,4
RD34052,Electronic City,8:22 AM,00:06:00,Peak Time,Yes,2,4
RD34053,Electronic City,8:39 AM,00:19:00,Peak Time,No,9,0
RD34054,Electronic City,9:07 AM,00:08:00,Peak Time,Yes,3,5
RD34055,Electronic City,8:14 AM,00:05:00,Peak Time,No,2,0
RD34056,Electronic City,8:11 AM,00:14:00,Peak Time,Yes,4,10
RD34057,Electronic City,3:32 PM,00:02:00,Non-Peak Time,Yes,1,1
RD34058,Electronic City,3:21 PM,00:01:00,Non-Peak Time,Yes,0,1
RD34059,Electronic City,12:57 PM,00:17:00,Non-Peak Time,No,4,0
RD34060,Electronic City,3:23 PM,00:10:00,Non-Peak Time,Yes,3,7
RD34061,Electronic City,2:48 PM,00:05:00,Non-Peak Time,Yes,1,4
RD34062,Electronic City,11:55 AM,00:14:00,Non-Peak Time,Yes,5,9
RD34063,Electronic City,3:55 PM,00:13:00,Non-Peak Time,Yes,3,10
RD34064,Electronic City,3:06 PM,00:04:00,Non-Peak Time,No,6,0
RD34065,Electronic City,12:31 PM,00:06:00,Non-Peak Time,Yes,1,5
RD34066,Electronic City,1:18 PM,00:09:00,Non-Peak Time,No,4,0
RD34067,Electronic City,11:56 AM,00:12:00,Non-Peak Time,Yes,2,10
RD34068,Electronic City,2:42 PM,00:34:00,Non-Peak Time,No,13,0
RD34069,Electronic City,11:44 AM,00:09:00,Non-Peak Time,No,6,0
RD34070,Electronic City,3:45 PM,00:03:00,Non-Peak Time,No,2,0
RD34071,Electronic City,8:12 PM,00:09:00,Non-Peak Time,Yes,2,7
RD34072,Electronic City,6:16 PM,00:05:00,Peak Time,Yes,2,3
RD34073,Electronic City,4:44 PM,00:12:00,Peak Time,Yes,2,10
RD34074,Electronic City,8:08 PM,00:18:00,Non-Peak Time,Yes,5,13
RD34075,Electronic City,8:24 PM,00:01:00,Non-Peak Time,No,3,0
RD34076,Electronic City,8:55 PM,00:08:00,Non-Peak Time,Yes,3,5
RD34077,Electronic City,8:47 PM,00:18:00,Non-Peak Time,Yes,4,14
RD34078,Electronic City,7:30 PM,00:12:00,Peak Time,Yes,3,9
RD34079,Electronic City,8:14 PM,00:08:00,Non-Peak Time,Yes,2,6
RD34080,Electronic City,6:04 PM,00:16:00,Peak Time,Yes,3,13
RD34081,Electronic City,8:14 PM,00:17:00,Non-Peak Time,Yes,4,13
RD34082,Electronic City,6:12 PM,00:08:00,Peak Time,Yes,2,6
RD34083,Electronic City,4:01 PM,00:10:00,Peak Time,No,6,0
RD34084,Electronic City,9:12 PM,00:15:00,Non-Peak Time,Yes,5,10
RD34085,Electronic City,8:20 PM,00:14:00,Non-Peak Time,Yes,3,11
RD34086,Electronic City,9:21 PM,00:12:00,Non-Peak Time,Yes,4,8
RD34087,Electronic City,5:30 PM,00:12:00,Peak Time,No,4,0
RD34088,Electronic City,9:28 PM,00:15:00,Non-Peak Time,No,6,0
RD34089,Electronic City,9:32 PM,00:22:00,Non-Peak Time,Yes,7,15
RD34090,Electronic City,8:44 PM,00:17:00,Non-Peak Time,Yes,3,14
RD34091,Electronic City,5:15 PM,00:02:00,Peak Time,Yes,1,1
RD34092,Electronic City,6:43 PM,00:14:00,Peak Time,Yes,3,11
RD34093,Electronic City,7:09 PM,00:14:00,Peak Time,No,8,0
RD34094,Electronic City,4:14 PM,00:02:00,Peak Time,No,6,0
RD34095,Electronic City,5:50 PM,00:14:00,Peak Time,Yes,5,9
RD34096,Electronic City,5:01 PM,00:04:00,Peak Time,No,4,0
RD34097,Electronic City,8:55 PM,00:03:00,Non-Peak Time,Yes,1,2
RD34098,Electronic City,5:52 PM,00:02:00,Peak Time,Yes,1,1
RD34099,Electronic City,4:27 PM,00:02:00,Peak Time,Yes,1,1
RD34100,Electronic City,6:51 PM,00:10:00,Peak Time,Yes,3,7
RD34101,Electronic City,6:35 PM,00:11:00,Peak Time,Yes,4,7
RD34102,Electronic City,9:38 PM,00:01:00,Non-Peak Time,Yes,0,1
RD34103,Electronic City,9:21 PM,00:01:00,Non-Peak Time,Yes,0,1
RD34104,Electronic City,6:35 PM,00:03:00,Peak Time,Yes,1,2
RD34105,Electronic City,5:21 PM,00:08:00,Peak Time,No,6,0
RD34106,Electronic City,7:31 PM,00:07:00,Peak Time,No,5,0
RD34107,Electronic City,4:25 PM,00:05:00,Peak Time,No,5,0
RD34108,Electronic City,7:08 PM,00:12:00,Peak Time,Yes,4,8
RD34109,Electronic City,9:17 PM,00:06:00,Non-Peak Time,Yes,2,4
RD34110,Electronic City,9:38 PM,00:17:00,Non-Peak Time,No,5,0
RD34111,Electronic City,2:29 AM,00:19:00,Non-Peak Time,Yes,5,14
RD34112,Electronic City,4:37 AM,00:18:00,Non-Peak Time,Yes,6,12
RD34113,Electronic City,11:02 PM,00:06:00,Non-Peak Time,Yes,1,5
RD34114,Electronic City,11:17 PM,00:15:00,Non-Peak Time,Yes,3,12
RD34115,Electronic City,1:52 AM,00:19:00,Non-Peak Time,Yes,5,14
RD34116,Electronic City,2:11 AM,00:01:00,Non-Peak Time,Yes,0,1
RD34117,Electronic City,12:55 AM,00:02:00,Non-Peak Time,No,1,0
RD34118,Electronic City,4:31 AM,00:19:00,Non-Peak Time,Yes,6,13
RD34119,Electronic City,10:44 PM,00:15:00,Non-Peak Time,Yes,4,11
RD34120,Electronic City,11:25 PM,00:18:00,Non-Peak Time,Yes,4,14
RD34121,Electronic City,2:37 AM,00:11:00,Non-Peak Time,Yes,4,7
RD34122,Electronic City,10:35 PM,00:06:00,Non-Peak Time,Yes,2,4
RD34123,Electronic City,10:11 PM,00:15:00,Non-Peak Time,Yes,5,10
RD34124,Electronic City,1:45 AM,00:01:00,Non-Peak Time,Yes,0,1
RD34125,Electronic City,7:47 AM,00:09:00,Non-Peak Time,Yes,2,7
RD34126,Electronic City,6:54 AM,00:18:00,Non-Peak Time,No,5,0
RD34127,Electronic City,5:22 AM,00:14:00,Non-Peak Time,Yes,5,9
RD34128,Electronic City,5:20 AM,00:05:00,Non-Peak Time,Yes,1,4
RD34129,Electronic City,6:20 AM,00:06:00,Non-Peak Time,Yes,2,4
RD34130,Electronic City,7:05 AM,00:04:00,Non-Peak Time,No,5,0
RD34131,Electronic City,6:44 AM,00:18:00,Non-Peak Time,Yes,4,14
RD34132,Electronic City,6:56 AM,00:11:00,Non-Peak Time,Yes,3,8
RD34133,Electronic City,5:14 AM,00:12:00,Non-Peak Time,Yes,2,10
RD34134,Electronic City,6:27 AM,00:10:00,Non-Peak Time,No,4,0
RD34135,Electronic City,6:43 AM,00:07:00,Non-Peak Time,No,3,0
RD34136,Electronic City,6:15 AM,00:12:00,Non-Peak Time,Yes,2,10
RD34137,Electronic City,7:00 AM,00:03:00,Non-Peak Time,Yes,1,2
RD34138,Electronic City,5:48 AM,00:02:00,Non-Peak Time,Yes,0,2
RD34139,Electronic City,7:01 AM,00:04:00,Non-Peak Time,No,5,0
RD34140,Electronic City,7:14 AM,00:12:00,Non-Peak Time,Yes,2,10
RD34141,Electronic City,10:49 AM,00:02:00,Peak Time,Yes,1,1
RD34142,Electronic City,10:47 AM,00:18:00,Peak Time,Yes,5,13
RD34143,Electronic City,10:00 AM,00:15:00,Peak Time,Yes,3,12
RD34144,Electronic City,8:23 AM,00:06:00,Peak Time,Yes,2,4
RD34145,Electronic City,9:38 AM,00:06:00,Peak Time,Yes,2,4
RD34146,Electronic City,8:36 AM,00:09:00,Peak Time,Yes,3,6
RD34147,Electronic City,8:56 AM,00:17:00,Peak Time,No,5,0
RD34148,Electronic City,9:08 AM,00:09:00,Peak Time,No,4,0
RD34149,Electronic City,8:24 AM,00:15:00,Peak Time,No,6,0
RD34150,Electronic City,10:05 AM,00:13:00,Peak Time,No,8,0
RD34151,Electronic City,10:22 AM,00:09:00,Peak Time,Yes,2,7
RD34152,Electronic City,10:04 AM,00:02:00,Peak Time,Yes,0,2
RD34153,Electronic City,10:07 AM,00:07:00,Peak Time,No,2,0
RD34154,Electronic City,9:03 AM,00:18:00,Peak Time,No,6,0
RD34155,Electronic City,9:14 AM,00:04:00,Peak Time,Yes,1,3
RD34156,Electronic City,9:33 AM,00:17:00,Peak Time,Yes,3,14
RD34157,Electronic City,9:29 AM,00:13:00,Peak Time,No,7,0
RD34158,Electronic City,10:42 AM,00:10:00,Peak Time,No,3,0
RD34159,Electronic City,9:09 AM,00:07:00,Peak Time,Yes,2,5
RD34160,Electronic City,9:04 AM,00:01:00,Peak Time,Yes,0,1
RD34161,Electronic City,9:04 AM,00:17:00,Peak Time,Yes,4,13
RD34162,Electronic City,10:18 AM,00:18:00,Peak Time,Yes,5,13
RD34163,Electronic City,8:00 AM,00:12:00,Peak Time,No,6,0
RD34164,Electronic City,9:27 AM,00:14:00,Peak Time,Yes,4,10
RD34165,Electronic City,9:23 AM,00:07:00,Peak Time,Yes,2,5
RD34166,Electronic City,8:46 AM,00:14:00,Peak Time,No,10,0
RD34167,Electronic City,9:52 AM,00:16:00,Peak Time,No,5,0
RD34168,Electronic City,8:13 AM,00:07:00,Peak Time,Yes,2,5
RD34169,Electronic City,10:44 AM,00:11:00,Peak Time,Yes,2,9
RD34170,Electronic City,8:57 AM,00:09:00,Peak Time,No,7,0
RD34171,Electronic City,8:01 AM,00:17:00,Peak Time,No,10,0
RD34172,Electronic City,9:33 AM,00:06:00,Peak Time,No,5,0
RD34173,Electronic City,9:20 AM,00:10:00,Peak Time,Yes,2,8
RD34174,Electronic City,10:09 AM,00:18:00,Peak Time,Yes,5,13
RD34175,Electronic City,8:13 AM,00:01:00,Peak Time,No,5,0
RD34176,Electronic City,12:34 PM,00:03:00,Non-Peak Time,No,3,0
RD34177,Electronic City,11:48 AM,00:08:00,Non-Peak Time,Yes,2,6
RD34178,Electronic City,12:20 PM,00:17:00,Non-Peak Time,Yes,4,13
RD34179,Electronic City,11:31 AM,00:13:00,Non-Peak Time,Yes,3,10
RD34180,Electronic City,1:19 PM,00:08:00,Non-Peak Time,Yes,2,6
RD34181,Electronic City,11:20 AM,00:17:00,Non-Peak Time,Yes,6,11
RD34182,Electronic City,2:41 PM,00:01:00,Non-Peak Time,Yes,0,1
RD34183,Electronic City,3:06 PM,00:06:00,Non-Peak Time,Yes,1,5
RD34184,Electronic City,3:50 PM,00:19:00,Non-Peak Time,Yes,4,15
RD34185,Electronic City,11:09 AM,00:02:00,Non-Peak Time,Yes,1,1
RD34186,Electronic City,3:58 PM,00:05:00,Non-Peak Time,Yes,2,3
RD34187,Electronic City,1:42 PM,00:12:00,Non-Peak Time,Yes,4,8
RD34188,Electronic City,12:27 PM,00:03:00,Non-Peak Time,Yes,1,2
RD34189,Electronic City,12:56 PM,00:03:00,Non-Peak Time,Yes,1,2
RD34190,Electronic City,1:24 PM,00:15:00,Non-Peak Time,Yes,5,10
RD34191,Electronic City,9:10 PM,00:18:00,Non-Peak Time,Yes,5,13
RD34192,Electronic City,4:54 PM,00:13:00,Peak Time,Yes,4,9
RD34193,Electronic City,7:12 PM,00:12:00,Peak Time,No,9,0
RD34194,Electronic City,8:38 PM,00:12:00,Non-Peak Time,Yes,4,8
RD34195,Electronic City,4:56 PM,00:07:00,Peak Time,Yes,2,5
RD34196,Electronic City,6:59 PM,00:17:00,Peak Time,Yes,6,11
RD34197,Electronic City,5:43 PM,00:12:00,Peak Time,Yes,2,10
RD34198,Electronic City,9:11 PM,00:15:00,Non-Peak Time,Yes,4,11
RD34199,Electronic City,7:05 PM,00:13:00,Peak Time,No,9,0
RD34200,Electronic City,8:27 PM,00:01:00,Non-Peak Time,Yes,0,1
RD34201,Electronic City,4:15 PM,00:13:00,Peak Time,Yes,3,10
RD34202,Electronic City,7:41 PM,00:05:00,Peak Time,No,5,0
RD34203,Electronic City,9:06 PM,00:12:00,Non-Peak Time,Yes,2,10
RD34204,Electronic City,6:38 PM,00:06:00,Peak Time,Yes,2,4
RD34205,Electronic City,7:53 PM,00:03:00,Peak Time,No,5,0
RD34206,Electronic City,5:30 PM,00:15:00,Peak Time,Yes,4,11
RD34207,Electronic City,9:50 PM,00:05:00,Non-Peak Time,Yes,2,3
RD34208,Electronic City,9:25 PM,00:13:00,Non-Peak Time,Yes,4,9
RD34209,Electronic City,4:51 PM,00:02:00,Peak Time,Yes,0,2
RD34210,Electronic City,6:17 PM,00:13:00,Peak Time,Yes,3,10
RD34211,Electronic City,7:07 PM,00:06:00,Peak Time,No,4,0
RD34212,Electronic City,7:44 PM,00:02:00,Peak Time,No,1,0
RD34213,Electronic City,4:38 PM,00:20:00,Peak Time,Yes,7,13
RD34214,Electronic City,9:37 PM,00:12:00,Non-Peak Time,Yes,4,8
RD34215,Electronic City,5:09 PM,00:11:00,Peak Time,Yes,3,8
RD34216,Electronic City,8:17 PM,00:07:00,Non-Peak Time,No,5,0
RD34217,Electronic City,9:03 PM,00:13:00,Non-Peak Time,No,7,0
RD34218,Electronic City,9:41 PM,00:09:00,Non-Peak Time,No,5,0
RD34219,Electronic City,5:08 PM,00:03:00,Peak Time,Yes,1,2
RD34220,Electronic City,7:56 PM,00:14:00,Peak Time,Yes,5,9
RD34221,Electronic City,5:18 PM,00:08:00,Peak Time,Yes,2,6
RD34222,Electronic City,7:56 PM,00:02:00,Peak Time,Yes,0,2
RD34223,Electronic City,4:59 PM,00:04:00,Peak Time,No,6,0
RD34224,Electronic City,6:58 PM,00:14:00,Peak Time,Yes,3,11
RD34225,Electronic City,6:04 PM,00:08:00,Peak Time,No,6,0
RD34226,Electronic City,5:52 PM,00:13:00,Peak Time,No,7,0
RD34227,Electronic City,5:18 PM,00:10:00,Peak Time,Yes,3,7
RD34228,Electronic City,7:04 PM,00:02:00,Peak Time,Yes,1,1
RD34229,Electronic City,7:32 PM,00:05:00,Peak Time,Yes,2,3
RD34230,Electronic City,3:51 AM,00:13:00,Non-Peak Time,No,5,0
RD34231,Electronic City,12:52 AM,00:01:00,Non-Peak Time,No,4,0
RD34232,Electronic City,2:10 AM,00:13:00,Non-Peak Time,Yes,3,10
RD34233,Electronic City,4:07 AM,00:18:00,Non-Peak Time,Yes,5,13
RD34234,Electronic City,1:42 AM,00:22:00,Non-Peak Time,No,9,0
RD34235,Electronic City,2:27 AM,00:19:00,Non-Peak Time,Yes,4,15
RD34236,Electronic City,11:43 PM,00:02:00,Non-Peak Time,Yes,1,1
RD34237,Electronic City,3:17 AM,00:02:00,Non-Peak Time,Yes,0,2
RD34238,Electronic City,1:34 AM,00:13:00,Non-Peak Time,Yes,4,9
RD34239,Electronic City,4:43 AM,00:12:00,Non-Peak Time,Yes,4,8
RD34240,Electronic City,1:05 AM,00:14:00,Non-Peak Time,Yes,4,10
RD34241,Electronic City,2:34 AM,00:11:00,Non-Peak Time,Yes,2,9
RD34242,Electronic City,3:12 AM,00:19:00,Non-Peak Time,Yes,6,13
RD34243,Electronic City,7:26 AM,00:14:00,Non-Peak Time,Yes,5,9
RD34244,Electronic City,5:51 AM,00:19:00,Non-Peak Time,No,8,0
RD34245,Electronic City,7:09 AM,00:01:00,Non-Peak Time,Yes,0,1
RD34246,Electronic City,7:31 AM,00:09:00,Non-Peak Time,Yes,3,6
RD34247,Electronic City,7:42 AM,00:09:00,Non-Peak Time,No,5,0
RD34248,Electronic City,7:03 AM,00:11:00,Non-Peak Time,No,5,0
RD34249,Electronic City,5:54 AM,00:18:00,Non-Peak Time,Yes,6,12
RD34250,Electronic City,5:07 AM,00:18:00,Non-Peak Time,Yes,4,14
RD34251,Electronic City,7:19 AM,00:05:00,Non-Peak Time,Yes,1,4
RD34252,Electronic City,6:01 AM,00:19:00,Non-Peak Time,Yes,6,13
RD34253,Electronic City,7:43 AM,00:03:00,Non-Peak Time,Yes,1,2
RD34254,Electronic City,5:17 AM,00:14:00,Non-Peak Time,Yes,5,9
RD34255,Electronic City,7:35 AM,00:15:00,Non-Peak Time,Yes,4,11
RD34256,Electronic City,5:26 AM,00:18:00,Non-Peak Time,Yes,4,14
RD34257,Electronic City,10:16 AM,00:12:00,Peak Time,Yes,4,8
RD34258,Electronic City,10:15 AM,00:01:00,Peak Time,Yes,0,1
RD34259,Electronic City,8:42 AM,00:15:00,Peak Time,Yes,3,12
RD34260,Electronic City,9:07 AM,00:13:00,Peak Time,Yes,3,10
RD34261,Electronic City,8:10 AM,00:22:00,Peak Time,No,10,0
